title,released,rating_x,ratings_count_x,metacritic_score,genres,platforms,developer,publisher,rating_y,user score,ratings_count_y
DUKE NUKEM FOREVER,2011-06-14,,,,FPS,PC,3D REALMS,2K GAMES,RATED M FOR MATURE,4.5,503.0
DUKE NUKEM FOREVER THE DOCTOR WHO CLONED ME,2011-12-13,,,,FPS,XBOX 360,GEARBOX SOFTWARE,2K GAMES,RATED M FOR MATURE,6.9,27.0
DUKE NUKEM LAND OF THE BABES,2000-09-19,,,,LINEAR ACTION ADVENTURE,PLAYSTATION,N-SPACE,INFOGRAMES,RATED M FOR MATURE,0.0,0.0
DUKE NUKEM MANHATTAN PROJECT,2002-05-17,,,,2D PLATFORMER,PC,SUNSTORM INTERACTIVE,ARUSH ENTERTAINMENT,RATED M FOR MATURE,7.8,65.0
DUKE NUKEM: MANHATTAN PROJECT,2002-05-21,MATURE,81.0,58.0,,,,,,,
DUKE OF ALPHA CENTAURI,2016-12-28,,24.0,,,,,,,,
DUNE 2000,1998-08-31,,56.0,,,,,,,,
DUNE II: BATTLE FOR ARRAKIS,1992-12-01,,230.0,,,,,,,,
DUNE: SPICE WARS,2023-09-14,,39.0,,,,,,,,
DUNGELOT,2013-01-10,,,,RPG,IOS (IPHONE/IPAD),RED WINTER SOFTWARE,RED WINTER SOFTWARE,,0.0,0.0
DUNGELOT SHATTERED LANDS,2016-02-18,,,,TURN-BASED TACTICS,PC,RED WINTER SOFTWARE,TINYBUILD,,6.9,10.0
DUNGELOT: SHATTERED LANDS,2016-01-21,TEEN,22.0,78.0,,,,,,,
DUNGEON CRAWLERS HD,2012-01-26,,,,TURN-BASED TACTICS,IOS (IPHONE/IPAD),DROWNING MONKEYS LLC,AYOPA GAMES LLC,,0.0,0.0
DUNGEON DEFENDERS,2010-12-16,EVERYONE 10+,282.0,81.0,,,,,,,
DUNGEON DEFENDERS,2011-10-19,,,,DEFENSE,PLAYSTATION 3,TRENDY ENTERTAINMENT,TRENDY ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,6.9,55.0
DUNGEON DEFENDERS AWAKENED,2020-05-28,,,,DEFENSE,NINTENDO SWITCH,CHROMATIC GAMES,CHROMATIC GAMES,,7.3,6.0
DUNGEON DEFENDERS ETERNITY,2014-07-22,,9.0,,,,,,,,
DUNGEON DEFENDERS FIRST WAVE,2010-12-16,,,,ACTION RPG,IOS (IPHONE/IPAD),TRENDY ENTERTAINMENT,TRENDY ENTERTAINMENT,,5.4,11.0
DUNGEON DEFENDERS II,2014-12-05,EVERYONE 10+,279.0,,,,,,,,
DUNGEON ENCOUNTERS,2021-10-14,,,,JRPG,PC,CATTLE CALL,SQUARE ENIX,RATED E +10 FOR EVERYONE +10,6.8,17.0
DUNGEON ESCAPE,2016-05-27,,18.0,,,,,,,,
DUNGEON FIGHTER LIVE FALL OF HENDON MYRE,2012-07-13,,,,ACTION RPG,XBOX 360,NEXON,MICROSOFT GAME STUDIOS,RATED T FOR TEEN,7.5,17.0
DUNGEON FIGHTER ONLINE,2016-08-09,,65.0,78.0,,,,,,,
DUNGEON HEARTS,2013-03-28,,28.0,73.0,,,,,,,
DUNGEON HEARTS,2013-03-28,,,,MATCHING PUZZLE,PC,CUBE ROOTS,DEVOLVER DIGITAL,,6.4,23.0
DUNGEON HUNTER 2,2010-12-09,,,,ACTION RPG,IOS (IPHONE/IPAD),GAMELOFT,GAMELOFT,,7.2,10.0
DUNGEON HUNTER 3,2011-12-21,,,,ACTION RPG,IOS (IPHONE/IPAD),GAMELOFT,GAMELOFT,,5.7,6.0
DUNGEON HUNTER 4,2013-04-11,,,,ACTION RPG,IOS (IPHONE/IPAD),GAMELOFT,GAMELOFT,,6.5,11.0
DUNGEON HUNTER 5,2015-03-11,TEEN,25.0,,,,,,,,
DUNGEON HUNTER ALLIANCE,2012-02-15,,,,ACTION RPG,PLAYSTATION 3,UBISOFT,UBISOFT,RATED T FOR TEEN,6.4,68.0
DUNGEON HUNTER CHAMPIONS,2018-05-02,TEEN,9.0,,,,,,,,
DUNGEON HUNTER: ALLIANCE,2011-04-06,TEEN,26.0,,,,,,,,
DUNGEON JOURNEY,2016-06-03,,7.0,,,,,,,,
DUNGEON KEEPER,2014-01-29,,,,REAL-TIME STRATEGY,IOS (IPHONE/IPAD),BULLFROG PRODUCTIONS,ELECTRONIC ARTS,,0.4,625.0
DUNGEON KEEPER 2,1999-06-30,,148.0,,,,,,,,
DUNGEON KEEPER GOLD,1997-06-26,TEEN,151.0,,,,,,,,
DUNGEON LORDS,2005-05-05,,15.0,,,,,,,,
DUNGEON LORDS,2005-05-05,,,,ACTION RPG,PC,HEURISTIC PARK,DREAMCATCHER INTERACTIVE,RATED T FOR TEEN,6.5,20.0
DUNGEON MAKER HUNTING GROUND,2007-06-19,,,,ACTION RPG,PSP,GLOBAL A,XSEED GAMES,RATED E +10 FOR EVERYONE +10,7.3,20.0
DUNGEON MUNCHIES,2022-07-28,,,,ACTION RPG,NINTENDO SWITCH,MAJAJA,CHORUS WORLDWIDE,RATED M FOR MATURE,0.0,0.0
DUNGEON NIGHTMARES II: THE MEMORY,2015-09-14,TEEN,6.0,,,,,,,,
DUNGEON OF ELEMENTS,2014-06-12,,3.0,,,,,,,,
DUNGEON OF THE ENDLESS,2014-10-27,TEEN,264.0,79.0,,,,,,,
DUNGEON OF THE ENDLESS,2014-10-27,,,,REAL-TIME STRATEGY,PC,AMPLITUDE STUDIOS,SEGA,,7.9,222.0
DUNGEON OF ZAAR,,,2.0,,,,,,,,
DUNGEON OF ZOLTHAN,2016-05-11,,24.0,,,,,,,,
DUNGEON PUNKS,2016-07-26,EVERYONE 10+,78.0,71.0,,,,,,,
DUNGEON RAID,2010-11-15,,,,RPG,IOS (IPHONE/IPAD),FIREFLAME GAMES,FIREFLAME GAMES,,6.8,13.0
DUNGEON RATS,2016-11-03,,18.0,,,,,,,,
DUNGEON RUNNERS,2008-07-02,,,,MMORPG,PC,NCSOFT,NCSOFT,RATED T FOR TEEN,0.0,0.0
DUNGEON RUSHERS,2016-09-06,TEEN,18.0,,,,,,,,
DUNGEON SIEGE,2002-03-31,,,,ACTION RPG,PC,GAS POWERED GAMES,MICROSOFT GAME STUDIOS,RATED T FOR TEEN,7.8,266.0
DUNGEON SIEGE,2002-04-05,,209.0,86.0,,,,,,,
DUNGEON SIEGE 2,2005-08-16,,184.0,80.0,,,,,,,
DUNGEON SIEGE 3,2011-05-31,,222.0,72.0,,,,,,,
DUNGEON SIEGE II,2005-08-16,,,,ACTION RPG,PC,GAS POWERED GAMES,MICROSOFT GAME STUDIOS,RATED M FOR MATURE,7.9,183.0
DUNGEON SIEGE II BROKEN WORLD,2006-08-04,,,,ACTION RPG,PC,GAS POWERED GAMES,2K GAMES,RATED M FOR MATURE,7.6,25.0
DUNGEON SIEGE III,2011-06-21,,,,ACTION RPG,PLAYSTATION 3,OBSIDIAN ENTERTAINMENT,SQUARE ENIX,RATED T FOR TEEN,5.9,114.0
DUNGEON SIEGE LEGENDS OF ARANNA,2003-11-11,,,,ACTION RPG,PC,MAD DOC SOFTWARE,MICROSOFT GAME STUDIOS,RATED T FOR TEEN,7.8,38.0
DUNGEON SIEGE THRONE OF AGONY,2006-10-30,,,,ACTION RPG,PSP,SUPERVILLAIN STUDIOS,TAKE-TWO INTERACTIVE,RATED T FOR TEEN,7.7,33.0
DUNGEON SOULS,2016-12-01,TEEN,35.0,67.0,,,,,,,
DUNGEON SOULS,2016-12-02,,,,TOP-DOWN SHOOT-'EM-UP,PC,MIKE STUDIOS,BLACK SHELL GAMES,,6.0,13.0
DUNGEON TRAVELERS 2 THE ROYAL LIBRARY & THE MONSTER SEAL,2015-08-18,,,,WESTERN RPG,PLAYSTATION VITA,AQUA PLUS,ATLUS,RATED M FOR MATURE,8.5,48.0
DUNGEON TWISTER,2012-07-03,,,,TURN-BASED STRATEGY,PLAYSTATION 3,HYDRAVISION,HYDRAVISION,RATED T FOR TEEN,4.8,9.0
DUNGEON VILLAGE,2012-06-02,,,,MANAGEMENT,IOS (IPHONE/IPAD),KAIROSOFT CO. LTD,KAIROSOFT CO. LTD,,6.8,17.0
DUNGEON WARFARE,2015-11-04,TEEN,14.0,,,,,,,,
DUNGEON-PARTY,2013-03-13,,15.0,,,,,,,,
DUNGEONBOWL - KNOCKOUT EDITION,2012-07-02,,5.0,,,,,,,,
DUNGEONLAND,2013-01-29,,58.0,67.0,,,,,,,
DUNGEONLAND,2013-01-29,,,,MOBA,PC,CRITICAL STUDIO,PARADOX INTERACTIVE,RATED RP FOR RATE PENDING,7.5,106.0
DUNGEONS,2011-02-04,,21.0,65.0,,,,,,,
DUNGEONS,2011-02-10,,,,STRATEGY,PC,REALMFORGE STUDIOS,KALYPSO,RATED M FOR MATURE,4.7,110.0
DUNGEONS & DRAGONS CHRONICLES OF MYSTARA,2013-06-19,,,,COMPILATION,XBOX 360,IRON GALAXY STUDIOS,CAPCOM,RATED T FOR TEEN,5.9,21.0
DUNGEONS & DRAGONS DAGGERDALE,2011-05-25,,,,ACTION RPG,PC,BEDLAM GAMES,ATARI SA,RATED T FOR TEEN,5.0,53.0
DUNGEONS & DRAGONS DARK ALLIANCE,2021-06-22,,,,RPG,PC,TUQUE GAMES,WIZARDS OF THE COAST,RATED M FOR MATURE,3.3,127.0
DUNGEONS & DRAGONS DRAGONSHARD,2005-10-02,,,,REAL-TIME STRATEGY,PC,LIQUID ENTERTAINMENT,ATARI SA,RATED T FOR TEEN,7.8,38.0
DUNGEONS & DRAGONS EYE OF THE BEHOLDER,2002-10-30,,,,JRPG,GAME BOY ADVANCE,PRONTO GAMES,INFOGRAMES,RATED E FOR EVERYONE,7.7,9.0
DUNGEONS & DRAGONS HEROES,2003-09-17,,,,ACTION RPG,XBOX,ATARI SA,ATARI SA,RATED T FOR TEEN,5.3,7.0
DUNGEONS & DRAGONS ONLINE,2012-06-25,,59.0,,,,,,,,
DUNGEONS & DRAGONS ONLINE STORMREACH,2006-02-28,,,,MMORPG,PC,TURBINE INC.,ATARI SA,RATED T FOR TEEN,6.6,40.0
DUNGEONS & DRAGONS TACTICS,2007-08-14,,,,TURN-BASED STRATEGY,PSP,KUJU ENTERTAINMENT,ATARI SA,RATED T FOR TEEN,6.8,12.0
DUNGEONS & DRAGONS: CHRONICLES OF MYSTARA,2013-06-18,TEEN,74.0,,,,,,,,
DUNGEONS & DRAGONS: DARK ALLIANCE,2021-06-21,MATURE,79.0,56.0,,,,,,,
DUNGEONS & DRAGONS: DRAGONSHARD,2005-09-24,TEEN,16.0,,,,,,,,
DUNGEONS - THE DARK LORD,2011-09-27,,15.0,72.0,,,,,,,
DUNGEONS 2,2015-04-23,TEEN,269.0,70.0,,,,,,,
DUNGEONS 2,2015-04-24,,,,STRATEGY,PC,REALMFORGE STUDIOS,KALYPSO,RATED T FOR TEEN,7.2,102.0
DUNGEONS 3,2017-10-12,TEEN,112.0,74.0,,,,,,,
DUNGEONS 3,2017-10-13,,,,STRATEGY,PC,REALMFORGE STUDIOS,KALYPSO,RATED T FOR TEEN,7.6,85.0
DUNGEONS 4,2023-11-09,,,,STRATEGY,XBOX SERIES X,REALMFORGE STUDIOS,KALYPSO,,8.8,10.0
DUNGEONS FOREVER,2018-02-05,,4.0,,,,,,,,
DUNGEONS OF DREDMOR,2011-07-13,,143.0,79.0,,,,,,,
DUNGEONS OF DREDMOR,2011-07-13,,,,ROGUELIKE,PC,GASLAMP GAMES,GASLAMP GAMES,,7.6,219.0
DUNGEONS OF KRAGMOR,2016-01-29,,5.0,,,,,,,,
DUNGEONS: THE EYE OF DRACONUS,2014-08-11,,7.0,,,,,,,,
DUNGEONUP,2015-09-04,,8.0,,,,,,,,
DUNGETRIS,2017-01-25,,11.0,,,,,,,,
DUNGREED,2018-02-15,TEEN,19.0,,,,,,,,
DUSK,2018-11-09,,217.0,,,,,,,,
DUSK,2018-12-10,,,,FPS,PC,NEW BLOOD INTERACTIVE,NEW BLOOD INTERACTIVE,,8.4,270.0
DUSK 12,2014-08-22,,8.0,,,,,,,,
DUSK DIVER,2019-10-29,,,,ACTION RPG,NINTENDO SWITCH,JFI GAMES,PQUBE,RATED T FOR TEEN,7.1,13.0
DUSK DIVER 2,2022-08-30,,,,3D BEAT-'EM-UP,NINTENDO SWITCH,WANIN INTERNATIONAL,IDEA FACTORY,RATED T FOR TEEN,0.0,0.0
DUSKERS,2016-05-17,,44.0,83.0,,,,,,,
DUSKERS,2016-05-18,,,,STRATEGY,PC,MISFITS ATTIC,MISFITS ATTIC,,6.5,24.0
DUST & NEON,2023-02-16,,,,TOP-DOWN SHOOT-'EM-UP,PC,ROGUE GAMES,ROGUE GAMES,,7.0,0.0
DUST 514,2013-05-14,,,,FPS,PLAYSTATION 3,CCP,CCP,RATED T FOR TEEN,6.1,225.0
DUST AN ELYSIAN TAIL,2012-08-15,,,,METROIDVANIA,PC,HUMBLE HEARTS,MICROSOFT GAME STUDIOS,RATED E +10 FOR EVERYONE +10,8.0,170.0
DUST: AN ELYSIAN TAIL,2012-08-15,EVERYONE 10+,619.0,84.0,,,,,,,
DUSTFORCE,2012-01-17,EVERYONE 10+,23.0,,,,,,,,
DUSTFORCE,2012-01-17,,,,2D PLATFORMER,PC,HITBOX,HITBOX,,7.5,115.0
DUSTFORCE DX,2012-01-16,EVERYONE 10+,91.0,79.0,,,,,,,
DUSTOFF HELI RESCUE,2014-12-03,,7.0,,,,,,,,
DUSTOFF Z,2020-10-15,,,,HORIZONTAL SHOOT-'EM-UP,NINTENDO SWITCH,INVICTUS,ZORDIX,RATED T FOR TEEN,0.0,0.0
DUSTY REVENGE,2013-07-08,,,,2D PLATFORMER,PC,PD DESIGN STUDIO PTE LTD,PD DESIGN STUDIO PTE LTD,,6.6,18.0
DUSTY REVENGE:CO-OP EDITION,2014-02-17,,12.0,,,,,,,,
DWARF FORTRESS,2006-08-08,,84.0,93.0,,,,,,,
DWARF FORTRESS,2006-08-08,,,,MANAGEMENT,PC,BAY 12 GAMES,BAY 12 GAMES,,8.5,254.0
DWARFS - F2P,2012-10-18,,24.0,,,,,,,,
DWARFS!?,2011-05-04,,53.0,,,,,,,,
DYAD,2012-03-29,EVERYONE 10+,25.0,80.0,,,,,,,
DYAD,2012-07-17,,,,FUTURE RACING,PLAYSTATION 3,RIGHT SQUARE BRACKET LEFT SQUARE BRACKET GAMES,SCEA,RATED E FOR EVERYONE,6.0,52.0
DYING LIGHT,2015-01-27,MATURE,1315.0,74.0,,,,,,,
DYING LIGHT,2015-01-27,,,,SURVIVAL,XBOX ONE,TECHLAND,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED M FOR MATURE,8.1,2143.0
DYING LIGHT 2 STAY HUMAN,2022-02-04,,341.0,77.0,,,,,,,
DYING LIGHT 2 STAY HUMAN,2022-02-04,,,,SURVIVAL,PLAYSTATION 4,TECHLAND,TECHLAND,RATED M FOR MATURE,5.1,3973.0
DYING LIGHT PLATINUM EDITION,2021-10-19,,,,SURVIVAL,PC,TECHLAND,TECHLAND,RATED M FOR MATURE,8.3,71.0
DYING LIGHT THE FOLLOWING,2016-02-06,,,,SURVIVAL,PLAYSTATION 4,TECHLAND,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED M FOR MATURE,8.3,224.0
DYING LIGHT: BAD BLOOD,2018-09-13,MATURE,61.0,,,,,,,,
DYING LIGHT: THE FOLLOWING,2016-02-09,MATURE,94.0,81.0,,,,,,,
DYING LIGHT: THE FOLLOWING - ENHANCED EDITION,2015-01-26,,1034.0,87.0,,,,,,,
DYING REBORN,2017-02-28,,,,FIRST-PERSON ADVENTURE,PLAYSTATION 4,NEKCOM,OASIS GAMES,RATED M FOR MATURE,5.2,33.0
DYNAMIC,2016-11-11,,3.0,,,,,,,,
DYNAMITE JACK,2012-05-10,,27.0,,,,,,,,
DYNAMITE JACK,2012-05-10,,,,2D PLATFORMER,IOS (IPHONE/IPAD),"HASSEY ENTERPRISES, INC.","HASSEY ENTERPRISES, INC.",,6.6,8.0
DYNAMOKID TOUCH,2010-05-04,,,,ACTION,IOS (IPHONE/IPAD),ORANGEPIXEL,ORANGEPIXEL,,0.0,0.0
DYNASTY FEUD,2017-05-23,EVERYONE 10+,4.0,68.0,,,,,,,
DYNASTY TACTICS,2002-09-17,,,,TURN-BASED STRATEGY,PLAYSTATION 2,KOEI,KOEI,RATED T FOR TEEN,5.9,13.0
DYNASTY TACTICS 2,2003-09-23,,,,TURN-BASED STRATEGY,PLAYSTATION 2,KOEI,KOEI,RATED T FOR TEEN,7.5,13.0
DYNASTY WARRIORS,2005-03-16,,,,3D BEAT-'EM-UP,PSP,OMEGA FORCE,KOEI,RATED T FOR TEEN,5.6,10.0
DYNASTY WARRIORS 2,2000-10-25,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,8.2,29.0
DYNASTY WARRIORS 3,2001-11-26,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,7.8,50.0
DYNASTY WARRIORS 3 XTREME LEGENDS,2003-01-11,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,5.2,14.0
DYNASTY WARRIORS 4,2003-03-25,,,,3D BEAT-'EM-UP,XBOX,OMEGA FORCE,KOEI,RATED T FOR TEEN,7.4,67.0
DYNASTY WARRIORS 4 EMPIRES,2004-08-31,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,6.7,11.0
DYNASTY WARRIORS 4 XTREME LEGENDS,2003-11-04,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,5.1,11.0
DYNASTY WARRIORS 5,2005-03-29,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,7.7,33.0
DYNASTY WARRIORS 5 EMPIRES,2006-03-28,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,8.1,12.0
DYNASTY WARRIORS 5 XTREME LEGENDS,2005-11-16,,,,3D BEAT-'EM-UP,PLAYSTATION 2,OMEGA FORCE,KOEI,RATED T FOR TEEN,5.8,12.0
DYNASTY WARRIORS 6,2008-02-19,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,KOEI,RATED T FOR TEEN,7.0,18.0
DYNASTY WARRIORS 6,2008-07-11,TEEN,40.0,,,,,,,,
DYNASTY WARRIORS 6 EMPIRES,2009-06-23,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,KOEI,RATED T FOR TEEN,6.6,12.0
DYNASTY WARRIORS 7,2011-03-29,TEEN,18.0,,,,,,,,
DYNASTY WARRIORS 7,2011-03-29,,,,3D BEAT-'EM-UP,XBOX 360,OMEGA FORCE,KOEI TECMO GAMES,RATED T FOR TEEN,7.3,69.0
DYNASTY WARRIORS 7 EMPIRES,2013-02-26,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,TECMO KOEI GAMES,RATED T FOR TEEN,8.0,22.0
DYNASTY WARRIORS 7 XTREME LEGENDS,2011-11-15,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,KOEI TECMO GAMES,RATED T FOR TEEN,7.3,15.0
DYNASTY WARRIORS 8,2013-07-16,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,TECMO KOEI GAMES,RATED T FOR TEEN,8.1,84.0
DYNASTY WARRIORS 8 EMPIRES,2014-11-20,TEEN,23.0,64.0,,,,,,,
DYNASTY WARRIORS 8 EMPIRES,2015-02-24,,,,3D BEAT-'EM-UP,PLAYSTATION 4,OMEGA FORCE,KOEI TECMO GAMES,RATED T FOR TEEN,7.1,72.0
DYNASTY WARRIORS 8 XTREME LEGENDS  COMPLETE EDITION,2014-03-25,,,,3D BEAT-'EM-UP,NINTENDO SWITCH,OMEGA FORCE,TECMO KOEI GAMES,RATED T FOR TEEN,7.9,199.0
DYNASTY WARRIORS 8: XTREME LEGENDS,2013-11-28,TEEN,29.0,,,,,,,,
DYNASTY WARRIORS 8: XTREME LEGENDS COMPLETE EDITION,2014-05-13,TEEN,32.0,71.0,,,,,,,
DYNASTY WARRIORS 9,2018-02-08,TEEN,62.0,65.0,,,,,,,
DYNASTY WARRIORS 9,2018-02-13,,,,3D BEAT-'EM-UP,PLAYSTATION 4,OMEGA FORCE,KOEI TECMO GAMES,RATED T FOR TEEN,8.4,601.0
DYNASTY WARRIORS 9 EMPIRES,2022-02-15,,,,3D BEAT-'EM-UP,NINTENDO SWITCH,KOEI TECMO GAMES,KOEI TECMO GAMES,RATED T FOR TEEN,7.7,542.0
DYNASTY WARRIORS ADVANCE,2005-08-29,,,,3D BEAT-'EM-UP,GAME BOY ADVANCE,KOEI,NINTENDO,RATED E +10 FOR EVERYONE +10,6.0,0.0
DYNASTY WARRIORS DS FIGHTER'S BATTLE,2007-07-25,,,,3D BEAT-'EM-UP,DS,STUDIO FAKE,KOEI,RATED E +10 FOR EVERYONE +10,6.0,5.0
DYNASTY WARRIORS GODSEEKERS,2017-01-31,,,,TURN-BASED TACTICS,PLAYSTATION 4,OMEGA FORCE,KOEI TECMO GAMES,RATED T FOR TEEN,8.2,42.0
DYNASTY WARRIORS GUNDAM,2007-08-28,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,NAMCO BANDAI GAMES,RATED T FOR TEEN,6.0,10.0
DYNASTY WARRIORS GUNDAM 2,2009-04-21,,,,3D BEAT-'EM-UP,XBOX 360,OMEGA FORCE,NAMCO BANDAI GAMES,RATED T FOR TEEN,5.9,13.0
DYNASTY WARRIORS GUNDAM 3,2011-06-28,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,NAMCO BANDAI GAMES,RATED T FOR TEEN,7.8,25.0
DYNASTY WARRIORS GUNDAM REBORN,2014-07-01,,,,3D BEAT-'EM-UP,PLAYSTATION 3,OMEGA FORCE,BANDAI NAMCO GAMES,RATED T FOR TEEN,7.5,33.0
DYNASTY WARRIORS NEXT,2011-12-17,TEEN,42.0,,,,,,,,
DYNASTY WARRIORS NEXT,2012-02-21,,,,3D BEAT-'EM-UP,PLAYSTATION VITA,OMEGA FORCE,TECMO KOEI GAMES,RATED T FOR TEEN,7.6,76.0
DYNASTY WARRIORS STRIKEFORCE,2009-04-28,,,,3D BEAT-'EM-UP,PSP,OMEGA FORCE,KOEI,RATED T FOR TEEN,7.4,12.0
DYNASTY WARRIORS VOL 2,2006-10-24,,,,3D BEAT-'EM-UP,PSP,OMEGA FORCE,KOEI,RATED T FOR TEEN,5.3,16.0
DYO,2018-02-13,,20.0,,,,,,,,
DYSCOURSE,2015-03-25,,16.0,71.0,,,,,,,
DYSCOURSE,2015-03-25,,,,ADVENTURE,PC,OWLCHEMY LABS,OWLCHEMY LABS,,4.9,22.0
DYSFUNCTIONAL SYSTEMS: LEARNING TO MANAGE CHAOS,2013-09-26,,23.0,,,,,,,,
DYSMANTLE,2020-11-05,TEEN,52.0,,,,,,,,
DYSON SPHERE PROGRAM,2021-01-20,,78.0,,,,,,,,
DYSTOPIA,2009-02-06,TEEN,17.0,,,,,,,,
DÉJÀ VU: MACVENTURE SERIES,2015-01-26,,4.0,,,,,,,,
E.Y.E: DIVINE CYBERMANCY,2011-07-29,,199.0,,,,,,,,
EA PLAY HUB,2019-07-24,,51.0,,,,,,,,
EA PLAYGROUND,2007-10-22,,,,SPORTS,WII,EA CANADA,ELECTRONIC ARTS,RATED E FOR EVERYONE,6.9,8.0
EA REPLAY,2006-11-14,,,,COMPILATION,PSP,TEAM FUSION,ELECTRONIC ARTS,RATED T FOR TEEN,6.0,0.0
EA SPORTS ACTIVE,2009-05-19,,,,EXERCISE,WII,EA CANADA,EA SPORTS,RATED E FOR EVERYONE,5.1,8.0
EA SPORTS ACTIVE 2,2010-11-16,,,,EXERCISE,WII,EA CANADA,EA SPORTS,RATED E FOR EVERYONE,6.3,11.0
EA SPORTS ACTIVE MORE WORKOUTS,2009-11-17,,,,EXERCISE,WII,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
EA SPORTS FC 24,2023-09-29,,,,SOCCER SIM,PC,EA CANADA,ELECTRONIC ARTS,RATED E FOR EVERYONE,2.3,824.0
EA SPORTS FIFA 16,2015-09-22,EVERYONE,446.0,79.0,,,,,,,
EA SPORTS MMA,2010-08-10,TEEN,40.0,,,,,,,,
EA SPORTS MMA,2010-10-19,,,,COMBAT SPORT,PLAYSTATION 3,EA TIBURON,EA SPORTS,RATED T FOR TEEN,7.9,53.0
EA SPORTS NBA LIVE 15,2014-10-28,EVERYONE,33.0,,,,,,,,
EA SPORTS NBA LIVE 16,2015-09-29,EVERYONE,28.0,,,,,,,,
EA SPORTS NHL 16,2015-09-15,EVERYONE 10+,67.0,79.0,,,,,,,
EA SPORTS NHL 17,2016-09-13,EVERYONE 10+,76.0,78.0,,,,,,,
EA SPORTS NHL 18,2017-09-15,,73.0,76.0,,,,,,,
EA SPORTS NHL 19,2018-09-14,EVERYONE 10+,97.0,,,,,,,,
EA SPORTS PGA TOUR,2023-04-04,,,,GOLF SIM,PLAYSTATION 5,EA TIBURON,ELECTRONIC ARTS,RATED E FOR EVERYONE,6.3,73.0
EA SPORTS RORY MCILROY PGA TOUR,2015-07-14,EVERYONE,30.0,,,,,,,,
EA SPORTS UFC,2014-06-17,TEEN,164.0,71.0,,,,,,,
EA SPORTS UFC,2014-06-17,,,,COMBAT SPORT,XBOX ONE,EA SPORTS,ELECTRONIC ARTS,RATED T FOR TEEN,6.1,300.0
EA SPORTS UFC 2,2016-03-15,TEEN,236.0,78.0,,,,,,,
EA SPORTS UFC 2,2016-03-15,,,,COMBAT SPORT,XBOX ONE,EA SPORTS,EA SPORTS,RATED T FOR TEEN,5.6,98.0
EA SPORTS UFC 3,2018-01-30,,,,COMBAT SPORT,XBOX ONE,EA SPORTS,ELECTRONIC ARTS,RATED T FOR TEEN,4.3,308.0
EA SPORTS UFC 3,2018-02-02,TEEN,314.0,76.0,,,,,,,
EA SPORTS UFC 4,2020-08-14,,,,COMBAT SPORT,PLAYSTATION 4,EA VANCOUVER,ELECTRONIC ARTS,RATED T FOR TEEN,2.0,597.0
EA SPORTS UFC 5,2023-10-27,,,,COMBAT SPORT,PLAYSTATION 5,EA VANCOUVER,ELECTRONIC ARTS,RATED M FOR MATURE,2.7,102.0
EA SPORTS WRC,2023-11-03,,,,AUTO RACING SIM,PLAYSTATION 5,CODEMASTERS,ELECTRONIC ARTS,RATED E FOR EVERYONE,6.4,77.0
EADOR MASTERS OF THE BROKEN WORLD,2013-04-19,,,,TURN-BASED STRATEGY,PC,SNOWBIRD GAME STUDIOS,SNOWBIRD GAME STUDIOS,,7.2,222.0
EADOR. IMPERIUM,2017-01-26,,13.0,,,,,,,,
EADOR. MASTERS OF THE BROKEN WORLD,2013-04-18,TEEN,180.0,74.0,,,,,,,
EADOR: GENESIS,2009-08-06,,56.0,,,,,,,,
EAGLE EYE GOLF,2006-10-10,,,,GOLF SIM,PLAYSTATION 2,NIPPON TELENET,AKSYS GAMES,RATED E +10 FOR EVERYONE +10,0.0,0.0
EAGLE FLIGHT,2016-11-08,TEEN,32.0,74.0,,,,,,,
EAGLE FLIGHT,2016-11-08,,,,AIRCRAFT COMBAT SIM,PLAYSTATION 4,FUNHOUSE,UBISOFT,RATED E +10 FOR EVERYONE +10,6.8,51.0
EAGLE ISLAND,2019-07-10,EVERYONE 10+,13.0,,,,,,,,
